7553,2487,147,2011,4048,136,2493,4004,217,210,911,3847,133,313,881,7514,131,7550,3997,603,4335,300,268,231,302,2012,2006,323,7558,275,69,139,1,6,708,257,7540,3740,331,7568,246,4011,4022,2484,3994,209,253,7586,7549,6174,4159,12,7589,3005,7561,1114,4029,3292,284,7500,3599,7574,557,1055,239,4018,2485,7581,3156,3321,6094,150,3294,7525,7539,7513,3892,7512,875,4,4971,230,206,5039,5038,3016,328,623,702,620,4093,3304,7522,107,830,3447,5103,376,3339,158,319,3264,102,3456,2486,144,633,914,7552,880,236,355,212,842,377,7517,4995,4237,62,11,6166,221,298,3374,220,197,375,189,4049,205,806,219,3993,3692,132,7518,3688,813,7510,283,6075,316,812,503,4279,315,228,4076,281,7520,307,3685,324,374,1119,172,309,154,3076,7509,148,4114,2498,525,7542,207,7529,1137,876,73,185,70,4052,4002,5,3686,3579,650,129,3207,2002,325,4046,608,296,611,7516,243,7551,4952,312,1074,4178,222,5069,65,3623,3001,3777,218,810,184,7573,279,6096,4126,7577,805,2005,3699,2007,2500,276,3500,6051,3858,5100,6113,604,371,306,180,179,4953,7595,7528,4028,258,2,4019,1144,814,3794,7588,7501,66,75,7584,7579,108,528,297,2492,1001,582,3883,3371,7521,7543,3086,920,285,3697,3115,3323,241,4194,232,4017,303,7531,5104,278,7504,1143,244,6058,7523,4160,7546,378,2010,321,64,211,3269,101,301,2008,7587,4024,5084,141,7524,305,868,106,3978,3322,4111,590,214,7564,4044,10,3843,865,270,3281,196,4161,213,7562,192,7541,103,3691,7515,4035,3052,3896,237,7544,1077,3960,7560,262,3117,7604,7,4983,7578,4229,4295,387,2496,109,4045,4020,277,266,159,286,4294,3009,4033,7580,7601,5067,7527,282,3018,7554,4262,4272,7571,146,7567,2003,223,872,247,7507,601,314,9,2004,7572,869,4025,4036,235,581,602,3752,149,3754,640,7602,199,208,4081,7534,187,7556,3654,3651,169,873,867,4021,3249,164,7536,7563,629,632,4054,558,3687,330,4110,177,304,3257,327,4223
4273.0,4274.0,4315.0,4310.0,4315.0,4311.0,4302.0,4314.0,4207.0,4303.0,4315.0,4315.0,4315.0,4315.0,4315.0,4304.0,4315.0,4254.0,3332.0,4315.0,4315.0,4315.0,4305.0,4303.0,4314.0,4301.0,4296.0,4216.0,4313.0,4315.0,4315.0,4315.0,2268.0,4314.0,4315.0,4292.0,4315.0,4315.0,4301.0,4315.0,4295.0,3277.0,4314.0,4152.0,4314.0,4310.0,3063.0,4315.0,4313.0,4314.0,4314.0,4287.0,4311.0,4315.0,4287.0,4315.0,4315.0,4315.0,4315.0,4315.0,4281.0,3282.0,4315.0,4307.0,4313.0,4294.0,4303.0,3875.0,4311.0,4315.0,4247.0,4300.0,4315.0,4290.0,4315.0,4305.0,4315.0,4119.0,2855.0,4312.0,4315.0,4076.0,454.0,4315.0,4315.0,2687.0,2853.0,4313.0,4315.0,4314.0,4311.0,4315.0,4309.0,4314.0,4312.0,4308.0,4315.0,4314.0,4315.0,4279.0,4241.0,4305.0,4314.0,4315.0,3173.0,4315.0,4243.0,4315.0,4304.0,4315.0,4252.0,4315.0,2841.0,4315.0,4315.0,4315.0,4315.0,4313.0,4315.0,4277.0,4308.0,4180.0,4219.0,4315.0,4314.0,4315.0,4312.0,4315.0,4315.0,4151.0,4315.0,4302.0,4315.0,4304.0,4314.0,4315.0,4303.0,4291.0,4283.0,4315.0,4315.0,4314.0,4315.0,4315.0,4315.0,4312.0,4315.0,4308.0,4293.0,4315.0,4315.0,4315.0,4315.0,4315.0,4314.0,4315.0,4315.0,4315.0,4312.0,4315.0,3329.0,4315.0,4314.0,4315.0,4278.0,4313.0,4314.0,4256.0,4315.0,4315.0,4315.0,4313.0,4242.0,4254.0,4115.0,4312.0,4315.0,4315.0,4043.0,4315.0,155.0,555.0,4315.0,4315.0,4314.0,4315.0,4254.0,4273.0,4315.0,457.0,4314.0,4315.0,4315.0,4152.0,4312.0,4301.0,4315.0,4315.0,4315.0,163.0,4315.0,3069.0,3836.0,4313.0,4315.0,4315.0,2684.0,4307.0,645.0,4298.0,423.0,4315.0,4315.0,4315.0,4305.0,4313.0,4315.0,4301.0,4315.0,4315.0,4307.0,4286.0,4303.0,457.0,4315.0,4315.0,4315.0,4315.0,4315.0,4313.0,4315.0,4315.0,4315.0,4313.0,2247.0,4305.0,4307.0,3275.0,3299.0,4294.0,4314.0,2339.0,2337.0,4311.0,4315.0,4311.0,4315.0,4313.0,4314.0,4314.0,4315.0,4315.0,4315.0,4315.0,4315.0,4315.0,4284.0,4305.0,4315.0,4315.0,4307.0,4315.0,4313.0,4315.0,4315.0,4125.0,4312.0,2901.0,4315.0,4315.0,4315.0,4313.0,4308.0,4315.0,4307.0,4313.0,3240.0,4299.0,4315.0,4294.0,4315.0,4315.0,2951.0,4262.0,4315.0,4315.0,4315.0,4310.0,4315.0,4315.0,4313.0,4315.0,4313.0,4315.0,4041.0,4315.0,4315.0,4312.0,4315.0,4314.0,4314.0,4248.0,4315.0,4315.0,4288.0,4278.0,4315.0,4308.0,4315.0,4315.0,4314.0,4315.0,3069.0,4315.0,4315.0,4310.0,4315.0,4315.0,4315.0,4315.0,4305.0,4313.0,4315.0,4315.0,4315.0,4314.0,3180.0,4315.0,4315.0,4315.0,4312.0,4312.0,4295.0,4305.0,4315.0,4244.0,4315.0,4315.0,4315.0,4314.0,4309.0,4315.0,4315.0,4259.0,4315.0,4312.0,4294.0,4273.0,1014.0,4311.0,4313.0,4301.0,4315.0,4315.0,4297.0,4299.0,2731.0,4315.0,4315.0,4315.0,4315.0,4315.0,4315.0,457.0,4315.0,4033.0,4309.0,4314.0,4315.0,4313.0,4300.0,4315.0,4303.0,4309.0,4315.0,4315.0,4315.0,4315.0,4315.0,4310.0,4315.0,4315.0,4313.0,4315.0,4315.0,4315.0,4315.0,4315.0,4315.0,4315.0,3197.0,4315.0,4315.0,2739.0,4315.0,3269.0,4315.0
